external_compound_id,preferred_name,compound_family,target_relevance_tier,activity_relevance_tier,include_in_tier1_fks_set,include_in_tier2_cell_wall_set,include_in_tier3_broad_antifungal_set,use_for_pretraining,use_for_finetuning,use_for_papu_exact_regression,do_not_mix_with_papu_reason,decision_status,curator_note
EXT-FKS-0122,CHEMBL1684744,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0123,CHEMBL1770510,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0124,CHEMBL2371715,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0125,CHEMBL2371727,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0126,CHEMBL2371766,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0127,CHEMBL265537,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0128,CHEMBL265871,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0129,CHEMBL266048,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0130,CHEMBL269275,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0131,CHEMBL3693938,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0132,CHEMBL3693939,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0133,CHEMBL3693940,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0134,CHEMBL3693941,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0135,CHEMBL3693942,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0136,CHEMBL3693943,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0137,CHEMBL3693944,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0138,CHEMBL385234,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0139,CHEMBL387213,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0140,CHEMBL387275,pneumocandin,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0141,CHEMBL396607,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0142,CHEMBL396608,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0143,CHEMBL405180,pneumocandin,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0144,CHEMBL405487,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0145,CHEMBL407924,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0146,CHEMBL410953,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0147,CHEMBL412243,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0148,CHEMBL412790,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0149,CHEMBL413199,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0150,CHEMBL413521,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0151,CHEMBL414288,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0152,CHEMBL414362,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0153,CHEMBL428614,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0154,CHEMBL429520,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0155,CHEMBL437250,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0156,CHEMBL438185,pneumocandin,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0157,CHEMBL438381,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0158,CHEMBL438668,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0159,CHLOROGENIC ACID,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0160,CHEMBL3084299,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0161,CHEMBL3085213,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0162,CHEMBL3085214,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0163,TOLNAFTATE,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0164,THIMEROSAL,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0165,CHEMBL307481,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0166,EBERCONAZOLE,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0167,CHEMBL125675,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0168,CHEMBL5426616,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0169,DIHYDROFERULIC ACID PROPYL ESTER,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0170,ZINOCONAZOLE HYDROCHLORIDE,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0171,CHEMBL269311,mixed_fks,Tier 1,broad_antifungal;direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0172,CHEMBL88738,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0173,CHEMBL6143632,mixed_fks,Tier 2,broad_antifungal;cell_wall_related,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0174,CHEMBL265396,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0175,CHEMBL269771,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0176,CHEMBL384087,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0177,CHEMBL386379,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0178,CHEMBL402663,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0179,CHEMBL405255,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0180,CHEMBL405331,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0181,CHEMBL406686,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0182,CHEMBL429521,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0183,CHEMBL1791175,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0184,CHEMBL1791177,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0185,CHEMBL5265866,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0186,CHEMBL5273323,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0187,CHEMBL5279514,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0188,CHEMBL5286804,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0189,CHEMBL5287641,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0190,CHEMBL5289621,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0191,CHEMBL5414434,enfumafungin,Tier 1,broad_antifungal,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0192,CHEMBL5426159,enfumafungin,Tier 1,broad_antifungal,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0193,CICLOPIROX,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0194,CHALCONE,mixed_fks,Tier 1,broad_antifungal;direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0195,ALBACONAZOLE,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0196,CHEMBL412304,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0197,CHEMBL217306,mixed_fks,Tier 1,broad_antifungal;direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0198,CHEMBL218395,mixed_fks,Tier 1,broad_antifungal;direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0199,CHEMBL263950,mixed_fks,Tier 1,broad_antifungal;direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0200,CHEMBL266683,mixed_fks,Tier 1,broad_antifungal;direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0201,CHEMBL385931,mixed_fks,Tier 1,broad_antifungal;direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0202,CHEMBL386918,mixed_fks,Tier 1,broad_antifungal;direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0203,CHEMBL407122,mixed_fks,Tier 1,broad_antifungal;direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0204,CHEMBL408771,mixed_fks,Tier 1,broad_antifungal;direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0205,CHEMBL408820,mixed_fks,Tier 1,broad_antifungal;direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0206,CHEMBL412347,mixed_fks,Tier 1,broad_antifungal;direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0207,CHEMBL412847,mixed_fks,Tier 1,broad_antifungal;direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0208,CHEMBL413520,mixed_fks,Tier 1,broad_antifungal;direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0209,CHEMBL413949,mixed_fks,Tier 1,broad_antifungal;direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0210,CHEMBL428110,mixed_fks,Tier 1,broad_antifungal;direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0211,CHEMBL428798,mixed_fks,Tier 1,broad_antifungal;direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0212,CHEMBL437438,mixed_fks,Tier 1,broad_antifungal;direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0213,CHEMBL442306,mixed_fks,Tier 1,broad_antifungal;direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0214,CHEMBL1790210,echinocandin,Tier 1,broad_antifungal,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0215,CHEMBL224094,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0216,CHEMBL340417,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
